datum;dagsrapport
2026-03-06;Dagens Skapande skola var för Hagalundsskolans ÅK3 som idag var 25 barn och 3 lärare. Vid öppning kom förskolan Utforskarna för att leka i Madicken, idag var de 18 barn och 6 lärare.
2026-03-05;Montessoriförskolan Barnens Hus var på lekplatsen under morgonen med 19 barn och 5 lärare. Vid öppning var Norlandia Förskola från Staffanstorp med 8 barn och 3 lärare för att leka i Madicken. Ola höll en engelsk visning för Sanåkerskolans ÅK 8-9 som hade spanska elever på besök, de var totalt 28 st. Noblaskolan var på besök för att gå själva på museet, de var 19 elever och 4 lärare. Monica visade runt 10 guider från Domkyrkan.  Polhelmskolans kulturklubb besöker museet på egen hand med deras skolbibliotekarie, 12 personer. Nordenstedska seminarie-serien hade föreläsning med Stefan Brink "Mina försök att rekonstruera tidiga Nordens samhälle: Landskap - Folk - Språk", det var helt fullsatt med ca: 130 pers. Inga deltagare till Modernismen-visningen med Ola dag. Smideskurs i smedjan för 6 pers.
2026-03-04;Två omgångar skapande skola med Kristina och Emma. Först ut var Östratornskolan, 21 elever och 3 lärare. Sedan var det Kulparkskolan, 22 elever och 3 lärare. Från Norlandia förskolor kom en grupp på 10 barn och 3 lärare som besökte lekutställningen. Onsdagsvisning med Mattias L som visade "En annan värld" för 2 personer. Smideskurs i smedjan under kvällen, 6 personer.
2026-03-03;Studiedag idag med många barnfamiljer på besök. Utforskarna Förskola kom 15 barn och 3 vuxna för att leka på Madicken. Malmö Universitet kom 6 studenter som läser genusvetenskap och fick en visning med Annika av Människorna i husen. Kvällskurs i smedjan för Vuxenskolan för 6 pers samt 13 nya medlemmar idag. 
2026-03-01;Eget barnkalas i Verkstan, med 20 barn. Flamskvävning i Hornsbergssalen med 10 deltagare. Visning med Emma: Hygien och Hälsa, det kom 8 vuxna och 2 barn. Skattjaktskalas med 17 barn. Visning med Ola: Friluftsmuseet, det kom 3 personer. Svartsmide under eftermiddagen med 6 personer.
2026-02-28;Idag kom många familjer med leksugna barn för att besöka Madicken. Marianne Asp höll kurs i flamsk vävnad. Tyvärr fanns inget intresse för Emmas av "en annan värld." Denna regniga dag hölls även en Vigsel i Bosebo för 24 pers. På eftermiddagen var det pysseldags med Emma och 43 barn och 37 vuxna deltog. Vi fick 21 nya medlemmar idag!
2026-02-27;Bulltoftaskolan åk 5 kom 26 pers för visning av Metropolis med Yvonne och för att sen gå själva på Häcken Full och En stund i Lund. Två ytterligare grupper med elever från Bulltoftaskolan kom med 23 respektive 25 pers. Bagsvaerd Kostskole og Gymnasium kom 17 elever och 2 lärare för visning av Metropolis. 
2026-02-26;Morgonens Kulturgarantivisningar var med Mattias och Yvonne för Rutsborgskolan 9b+c, de var 58 elever och 4 lärare. Vårfruskolans F-klass hade bokat lekplatsen och var idag 19 barn och 4 lärare. Lunds Universitets EHL hade bokat Hornsbergssalen för föreläsning och bokat fika från kaféet, de var ca 60 st. Körkortsuppdateringmed Yvonne för 16 personer. Kristina höll slöjdkafé i Verkstan för 9 personer. Gamla Lund höll föredrag i Audioriet, det kom 105 personer. Dagen avslutades med smideskurs i smedjan för 6 pers. 
2026-02-25;Morgonens Kulturgarantivisningar var för Pilängskolan 9g som var 23 elever och 2 lärare och för Rutsborgskolan 9a som var 24 elever och 2 lärare. Vid öppning Komvux gick själva i En annan värld, de var 17 st idag. Olympiaskolan Helsingborg kom på spontantbesök, de var 10 elever och 1 lärare. Kl 12 kom Spyken med sina lärare med körkort, de var 20 elever och 1 lärare. 14.00 hade Anna L onsdagsvisning i Modernismen, det kom ca 33 åhörare! Vid 14 var även Lunds måltidsgille här för en egen visning i Dekanhuset, de var 5 personer. På kvällen var det svartsmide! Idag har vi fått 3 nya medlemmar.
2026-02-24;Klasser i åk 9 från Lomma kommer genom Kulturgarantin, 38 elever samt 3 lärare. Förskolan Pandan besökte Madicken, 9 barn samt 2 lärare. Apelrydsskolan gick runt på egen hand, 15 elever och 2 lärare. Under kvällen smideskurs i smedjan, 6 personer.
2026-02-22;Full rulle med mycket barnfamiljer och besökare som passar på att njuta av sista sportlovsdagen. Två visningar med Ola, en i Prästgården för 6 pers och en i Borgarhuset för 5 pers.  Till pysslet i Verkstan med Katja kom det 68 barn och 49 vuxna. Prov på i smedjan blev tyvärr inställt idag pga sjukdom. 12 nya medlemmar idag. 
2026-02-21;En gråmulen dag med snöblandat regn och lite småhalt. Många barnfamiljer kom till Madickenutställningen. Jessicas fikavisning var nästan fullbokad, 11 personer. På Olas visning i vapenutställningen kom 10 personer. En kund, Pia Nilsson, har bokat en visning av Modernismen med Ola, 10 personer, halva den gruppen gick även med på Olas visning av Vapen. Monika hade en grupp på 24 personer i Tävla i föremålskunskap. På Junis pyssel kom 50 barn och 40 vuxna. Robin hade fullbokade prova-på-smide. 11 nya medlemmar idag. 
2026-02-20;Ännu en dag med fullt ös! Idag började dagen med sagostund med Kristina, de var 8 vuxna och 9 barn. Jakter efter medeltiden kl 10.45 blev 4 vuxna och 11 barn. Klockan 13 blev de 3 vuxna och 4 barn. Vid drop-in pysslet kom det 78 barn och 60 vuxna!
2026-02-19;Torsdag på Kulturen! Daglig Verksamhet Lomma var på besök för att gå på museet själva, men främst i lekutställningen, de var 6 st. Tingdammskolan från Malmö var på ett spontanbesök med sina ÅK1 för att gå själva på museet, de var 18 barn och 5 lärare. Kristina hade sagostund i Verkstaden där 9 barn och 10 vuxna deltog. Olle och Yvonnes visningar av Jakten efter medeltiden hade kl 10:45 20 personer med och den vid 13:00 deltog 19 personer. Pysslet i Verkstaden drog idag 71 barn och 51 vuxna.  Ola hade en kvällsvisning om ljus och mörker på museet för 3 pers. Kvällen avslutades med smideskurs i smedjan för 6 pers. 10 nya medlemmar idag. 
2026-02-18;Idag är det full rulle då vi på Kulturen medverkar i Kulturjakten med pyssel i trädgårdsrummet! Klockan 10.30 var det sagostund med Kristina där 5 barn och 7 vuxna deltog. Medeltidsjakten 10.45 med Yvonne och Emma hade 10 barn och 7 vuxna och 13.00 hade 8 vuxna 10 barn. Pyssel i verkstaden med pedagogerna där 85 barn och 64 vuxna deltog. Ett fritids från Kävlinge kommun gick runt på egen hand, 24 elever och 4 lärare. 7 nya medlemmar. 
2026-02-17;Solig vinterdag med Sagostund med Kristna för x barn och x vuxna. Två omgångar med frågesport Jakten på Medeltiden med Yvonne och Emma för 11 barn och 13 vuxna respektive 55 barn och 31 vuxna. Pyssel i verkstan på eftermiddagen med pedagogerna för 51 barn och 33 vuxna.  Prova-på i smedjan med Robin fullbokad för totalt 10 pers. Utöver programpunkter kom Stenröseskolan med 11 pers och besökte Madicken. International School of Lund kom 28 pers för att vara med på pysslet och gå själva på museet. Lunds SFI-skola kom 24 pers för att gå själva på museet. Lunds Måltidsgille höll egen visning för sina medlemmar i Dekanhuset för 12 pers. Kvällen avslutade med vuxenskolans smideskurs i smedjan med Robin för 6 pers. Det var många medlemmar som besökte oss idag men tyvärr är det lite problem med medlemmar som scannar medlemskort för snabbt efter varandra utan att vänta på grön bekräftelsesymbol och därmed kanske inte blir registrerade. 15 nya medlemmar idag.  
2026-02-16;Första dagen på sportlovet med massa glada barn och familjer! Många saker på programmet; Sagostund med Kristina Verkstan för 25 pers, Jakt på Medeltidsfrågesport med Yvonne och Emma i två omgångar för 7 barn och 7 vuxna respektive 11 barn och 4 vuxna. Pyssel i verkstan med pedagogerna med 61 barn och 48 vuxna barn. Prova-på i smedjan med Robin för totalt 10 pers samt vuxenskolan på kvällen för 6 pers. 9 nya medlemmar idag. 
2026-02-15;Jessicas visning av Friluftsmuseet blev inte av, det kom helt enkelt ingen till visningen. Drop-in pyssel i Verkstan med Siri, det kom 50 barn och 46 vuxna. Visning med Emma i Metropolis, det kom 2 vuxna och en 4 åring och denna 4 åring var super duktig och aktiv på att lyssna och vill nu bli pedagog som Emma. Svartsmide under eftermiddagen med Robin, det kom 6 personer. 
2026-02-14;Premiären på Madicken-utställningen och folk hängde på låset. Mycket positiv respons från besökarna! På eftermiddagen var det Madickenpyssel där 50 vuxna och 57 barn kom. Emma höll en visning om hur det var att vara barn förr i tiden för 6 vuxna och 5 barn. Under dagen var även en konfirmandsgrupp på besök från Bromölla pastorat för att se "att överleva", fokus sapmi och motstånd.  De var 34 konfirmander 2 ledare
2026-02-13;Pressvisning för Madicken med inbjudna barn från Holkens förskola, 18 barn och 4 vuxna. Även personal från Sydsvenskan, Lunds universitet samt Visit Lund var på plats. Gymnasieskolan Spyken fick en visning i Fokus Sápmi av Olle, de var 20 personer. VIP-event för guldmedlemmar och personal inför öppningen av Madicken 22 barn och 47 vuxna. 
2026-02-12;Visningar genom Kulturgarantin för klasser från Pilängskolan åk 9, de var 37 elever och 3 lärare. Från institutionen för Kulturvetenskap på Lunds universitet kom en grupp som gick runt på egen hand, 15  personer. Gymnasieskolan Vipan besökte utställningen "En annan värld" på egen hand, 20 personer. Under kvällen gav Emma en visning för 1 person av "En annan värld". Kurs i svartsmide, 6 personer.
2026-02-11;Två klasser, årskurs 9 från Pilängskolan, kommer genom kulturgarantin, idag visningar av Ravensbruck och 2 tjugotal. Ett gäng franska lärare kom på studiebesök med en KKL från Vipan. Institutionen för kulturvetenskaper, 20 studenter, gick på egen hand. Till Dags visning av medeltida stenar kom 3 personer. En del danska besökare idag, är sportlov i Danmark denna veckan.
2026-02-10;Ännu en dag med elever från Lomma som kommer hit genom kulturgarantin! Idag var det klass 9b och 9c från Karstorpsskolan. De var 41 elever och 5 lärare. Klockan 13 kom Lunds SFI-skola och gick själva, de var x personer. 14.00 lånade Lunds måltidsgille auditorier för att hålla ett eget föredrag, 25 personer kom. Också klockan 14 fick vi besök av Carl Engströmsgymnasiet som gick själva i Vapen. På kvällen var det svartsmide i smedjan för 6 pers. 
2026-02-08;En del turister idag, några barnfamiljer och i övrigt äldre medlemmar. Flera som ser fram emot Madicken på lördag. Två visningar stod på programmet, en med Ola som visade Bosebykyrka och en Thomanders-visning med Jessica, tyvärr kom det inga deltagare.  
2026-02-07;Till Jessicas introduktion till friluftsmuseet kom tyvärr inte några besökare. Ola gav en introduktion till 2 tjugotal där 9 personer följde med. Pyssel i verkstaden med Sindre kom 3 barn och 5 vuxna. En grupp konfirmander från Kristianstad gick runt på egen hand, 15 personer. 5 nya medlemmar idag. 
2026-02-06;Idag kom DIS Study abroad Stockholm vid öppning för att gå en visning med Mats, de var 21 personer. Klockan 13.30 kom Intervaro AB och gick en visning med Yvonne, de var 5 i antal. 13.30 kom också Vikingaskolan årskurs 9 med sin lärare med kulturenkörkort. 20 elever och 2 lärare. De gick i Att överleva och Fokus Sápmi.
2026-02-05;Lingua Montessori var under morgonen på lekplatsen med sina ÅK F-1, de var 9 barn och 3 lärare. Annika och Yvonne höll dagens Kulturgarantin-visningar som idag var för Montessori i Bjärreds 9a som var 19 elever och 2 lärare och Karstorpskolans 9a som var 23 elever och 2 lärare. Jessica skulle under kvällen ha haft en Fika visning men ingen av de bokade dök upp. Under kvällen var det svartsmide i smedjan för 6 deltagare.
2026-02-04;Kulturgarantin visning för Bjärehovskolans 9c+d! Idag var det Mattias och Kristina som höll i Att överleva och 2 tjugotal, de var totalt 49 elever och 2 lärare. Efter lunch höll Ola visning i Metropolis för Nyvångskolans högstadieklass som hade besök av spanska elever, de var totalt 29 st. Seniorerna Lund Centrum var även här en grupp för att få en visning av Annika i Att Överleva och i Motstånd, gruppen betalade antingen sin entré på plats eller var medlemmar. Dagens onsdagsvisning var med Peter K A som visade Stadsliv genom historien, 18 st deltog. Under kvällen var det svartsmide i smedjan.
2026-02-03;Lillskolans förskola var med KKL för att själva gå på lekplatsen, Häcken Full och i Blekingegården under morgonen, de var 13 barn och 3 lärare. Bjärehovskolans 9a+b var på visningar (Kulturgarantin) med Mattias och Annika som visade Att Överleva och 2 tjugotal, de var totalt 46 elever och 2 lärare. Vid öppning var DIS Copenhagen på besök för att gå själva på museet, de var 27 st. Efter lunch var Hornsbergssalen bokad för Decerno AB som höll ett möte, de var 11 st. Vikingaskolans ÅK9 var med KKL för att själva gå i Fokus Sápmi och Att Överleva, de var 21 elever och 2 lärare. Under kvällen var det svartsmide i smedjan. Idag fick vi 2 nya medlemmar!
2026-02-02;DIS Copenhagen var här med studenter som studerar neuroscience för att få en visning av Mattias i En Annan Värld, de var 22 studenter och 2 lärare. Under kvällen var det svartsmide i smedjan.
2026-02-01;Ännu en väldig kall dag på museet. Ola hade 2 planerade visningar idag, först en av Friluftsmuseet som inte blev av pga bristande intresse och sedan en visning av Arbetarbostaden för 1 person.
2026-01-31;Superkall dag. Ola skulle ha introduktion till friluftsmuseet men tyvärr fanns inget intresse.  Lite fler besökare efter lunch. På metropolis-visningen kom 20 personer. Lavendelpåse-pyssel i verkstan med Siri för 14 Barn och 17 vuxna!
2026-01-30;Lugn och kall dag på Kulturen. Drottning Blankas gymnasieskola var och filmade i Arbetarbostaden, de var 13 elever och 2 lärare. Detta var det enda som var på dagens bokningsschema. Vi har haft en del betalandebesökare och medlemmar idag, men vädret har nog varit för kallt och blåsigt idag för att kunna avnjuta vårt fina museum.
2026-01-29;Lunds Universitet (LTH) kom en grupp arkitekturstudenter på 23 personer och gick själva på museet. Emma höll i Människorna i husen visning där besökarna tyvärr uteblev.
2026-01-28;Onsdag på Kulturen! Dagens onsdagsvisning skulle varit "2 Tjugotal" med Mattias, tyvärr var det inga av de få besökarna som var intresserade av den idag. 
2026-01-27;Förintelsens minnesdag idag med arrangemang i samarbete med Författarcentrum Syd i Auditoriet och med frågestund i Ravensbruck efteråt med Nina och Annika. Det kom 75 personer (främst seniorer) som gav mycket fin feedback på arrangemanget men dock en önskan om senareläggning av tiden då unga/studenter inte hade möjlighet att komma kl 14. Två visningar av Sapmi och Dekanhuset med Olle för Katedralskolan med 20 respektive 25 pers. 
